94516472.0000,95930912.0000,97365568.0000,96619232.0000,95766520.0000,97076560.0000,95226592.0000,98672120.0000,96243816.0000,96764880.0000,97691608.0000,96010648.0000,96192552.0000,96310864.0000,96328144.0000,95001680.0000,95990088.0000,96853840.0000,96796648.0000,96113576.0000,97417056.0000,99826448.0000,97296696.0000,97471560.0000,100347184.0000,96942088.0000,98096656.0000,95613464.0000,101416448.0000,95093472.0000,96385304.0000,96498600.0000,97052672.0000,96427072.0000,96581800.0000,95548016.0000,94875296.0000,95896352.0000,97652216.0000,97271208.0000,95738424.0000,95699400.0000,96444064.0000,97656368.0000,96881312.0000,97925064.0000,96586816.0000,96216944.0000,95483888.0000,95908408.0000,97121208.0000,95394432.0000,96059280.0000,95937088.0000,97628760.0000,95179192.0000,95375736.0000,98626048.0000,98953632.0000,95216152.0000,97243688.0000,95923632.0000,94594776.0000,95147560.0000,96054224.0000,95397520.0000,96641624.0000,95437480.0000,96811248.0000,96519848.0000,96403680.0000,97444608.0000,96399224.0000,96522792.0000,94399392.0000,95410848.0000,95139800.0000,96686288.0000,95391896.0000,95625216.0000,96385432.0000
98009856.0000,95995128.0000,94836464.0000,94170336.0000,95978792.0000,97048904.0000,99890528.0000,95141816.0000,95391496.0000,96474496.0000,94734040.0000,97679856.0000,95907504.0000,94449800.0000,96568448.0000,98312232.0000,96565872.0000,97143624.0000,97049712.0000,95796672.0000,96126328.0000,100872192.0000,95576864.0000,97124144.0000,96682096.0000,96631440.0000,98116712.0000,95215712.0000,96948752.0000,97102296.0000,96781464.0000,97966792.0000,95786392.0000,96300616.0000,97204024.0000,97784032.0000,96676360.0000,97370024.0000,95646304.0000,95761544.0000,96551432.0000,96962776.0000,94562800.0000,94879976.0000,95427472.0000,94578008.0000,95659872.0000,97019832.0000,95431600.0000,96273336.0000,96964624.0000,96855712.0000,96508896.0000,96495040.0000,95756040.0000,96900344.0000,96894512.0000,95762960.0000,94949688.0000,97606040.0000,96408152.0000,95707816.0000,96203552.0000,97391256.0000,95939536.0000,96601936.0000,96153744.0000,95143784.0000,93975016.0000,97194232.0000,95809920.0000,95144608.0000,96258432.0000,95610952.0000,96501776.0000,96783104.0000,97880536.0000,95336408.0000,96667104.0000,94836472.0000,95670416.0000
95205832.0000,96085568.0000,96947120.0000,94533984.0000,96125800.0000,100537528.0000,96764864.0000,97995112.0000,96436112.0000,98443168.0000,96377272.0000,95894632.0000,97533920.0000,94718352.0000,94584984.0000,95669688.0000,96365256.0000,96258680.0000,96895888.0000,97375152.0000,96411584.0000,101630632.0000,96390744.0000,97707960.0000,98259584.0000,97118512.0000,97960720.0000,96268728.0000,101888136.0000,98163200.0000,96086240.0000,97002368.0000,97451552.0000,97089216.0000,98408800.0000,96229192.0000,95292232.0000,96313032.0000,98105080.0000,96864784.0000,95747920.0000,96023008.0000,95231872.0000,97248136.0000,96540928.0000,95592864.0000,97639168.0000,96616664.0000,95878848.0000,95943848.0000,96538800.0000,97778032.0000,96180888.0000,96345984.0000,98200408.0000,95235304.0000,94929248.0000,97808344.0000,98563912.0000,94946936.0000,95992728.0000,96377880.0000,95808192.0000,95647288.0000,96324120.0000,97603816.0000,96438888.0000,94689336.0000,95144584.0000,96804408.0000,95959488.0000,98597000.0000,95566872.0000,96746584.0000,95712544.0000,96966880.0000,96290120.0000,96844600.0000,95696696.0000,94617160.0000,95281984.0000
95505392.0000,96296352.0000,98484840.0000,100917688.0000,96352712.0000,96971088.0000,95307064.0000,97441672.0000,97097744.0000,98894064.0000,97634800.0000,94792384.0000,97568384.0000,94332984.0000,94366376.0000,94742880.0000,96178800.0000,96933848.0000,96834864.0000,98433840.0000,92247456.0000,97290392.0000,98429632.0000,96825400.0000,99651104.0000,96984312.0000,95777048.0000,97228456.0000,94755624.0000,99743360.0000,97335032.0000,95302616.0000,98462664.0000,95957264.0000,97266704.0000,96366040.0000,96644576.0000,95709592.0000,97641360.0000,99866112.0000,96942616.0000,96647544.0000,94770376.0000,100272384.0000,96388296.0000,97485408.0000,98124224.0000,95487152.0000,98204496.0000,96390960.0000,97340088.0000,94047808.0000,97237864.0000,99681400.0000,97754944.0000,94300208.0000,93493920.0000,97345048.0000,97595680.0000,93721480.0000,97254632.0000,96009472.0000,99117768.0000,95111728.0000,96816224.0000,96056960.0000,96490000.0000,96823832.0000,94197784.0000,96599744.0000,97168768.0000,98776968.0000,94561440.0000,97749192.0000,96784840.0000,96118608.0000,95987776.0000,96856224.0000,95899536.0000,95464112.0000,97148096.0000
93221904.0000,95667360.0000,99852280.0000,102348904.0000,96448688.0000,93705760.0000,92055832.0000,95458136.0000,95670696.0000,98174880.0000,97349168.0000,95802784.0000,95573968.0000,97802232.0000,98222456.0000,94421480.0000,96913312.0000,98104344.0000,95232968.0000,95621664.0000,94847664.0000,94933696.0000,100236200.0000,96970248.0000,104763168.0000,98435864.0000,95765552.0000,98955464.0000,104179424.0000,95795936.0000,97521880.0000,95412952.0000,98956280.0000,95408224.0000,97565736.0000,97710192.0000,98451976.0000,96733840.0000,98153488.0000,98277528.0000,97275384.0000,96583536.0000,94949424.0000,98459136.0000,96402952.0000,99207352.0000,96543584.0000,95496432.0000,98202928.0000,95668192.0000,96195584.0000,93927304.0000,96377264.0000,101988400.0000,96705296.0000,93555000.0000,95112728.0000,96993824.0000,96066040.0000,95724800.0000,98141224.0000,95929864.0000,97788376.0000,95812600.0000,95128320.0000,92155976.0000,96773624.0000,98094464.0000,96840256.0000,98091976.0000,96557560.0000,97511952.0000,94918208.0000,97672344.0000,96357240.0000,94590360.0000,95894888.0000,95511984.0000,95585888.0000,97157896.0000,96830520.0000
95432120.0000,96778824.0000,97482248.0000,99620296.0000,95788048.0000,94064656.0000,96041104.0000,96014616.0000,97474632.0000,96946416.0000,96424608.0000,97459872.0000,97185824.0000,96779792.0000,95855224.0000,95286328.0000,97311176.0000,96258096.0000,95916928.0000,94453784.0000,94429104.0000,97087928.0000,100105496.0000,96997192.0000,100791896.0000,97653800.0000,96798632.0000,99225280.0000,97587336.0000,95864448.0000,95804760.0000,95800936.0000,97270664.0000,95656808.0000,98360072.0000,97342624.0000,96658496.0000,96526440.0000,97441360.0000,97059520.0000,97303048.0000,96301992.0000,95637856.0000,98298856.0000,96437264.0000,97884504.0000,96540640.0000,95980720.0000,96593632.0000,95826952.0000,96356920.0000,92208840.0000,96549000.0000,97933344.0000,96894224.0000,94885144.0000,95584496.0000,97369712.0000,95981696.0000,95898936.0000,96127696.0000,95256424.0000,97144128.0000,96705328.0000,96722664.0000,93450136.0000,96966744.0000,97313144.0000,97145056.0000,96393920.0000,95584824.0000,97405200.0000,95510920.0000,96607088.0000,95659528.0000,96788008.0000,96613512.0000,95436424.0000,96321024.0000,95558600.0000,96343248.0000
95832160.0000,96521616.0000,96655656.0000,96769016.0000,95362832.0000,97664472.0000,95641152.0000,96303760.0000,96473928.0000,96146168.0000,96374584.0000,96022208.0000,96296704.0000,96340864.0000,96928888.0000,94930824.0000,96679512.0000,95692264.0000,96522456.0000,95642224.0000,96449536.0000,97497352.0000,97395232.0000,97225424.0000,101555368.0000,97583776.0000,97539744.0000,96348712.0000,102020616.0000,94920520.0000,96407624.0000,97116496.0000,97099160.0000,95921872.0000,97607328.0000,96456264.0000,95549472.0000,97089928.0000,97145608.0000,96318680.0000,96815968.0000,95797784.0000,96173544.0000,98546160.0000,97362056.0000,96671336.0000,96507712.0000,96852496.0000,95988512.0000,95695776.0000,97169024.0000,95494328.0000,96142552.0000,96981712.0000,96583776.0000,94979504.0000,95759336.0000,97480136.0000,97728232.0000,95956096.0000,97496440.0000,96247944.0000,94629864.0000,95674480.0000,96480056.0000,94411328.0000,96563688.0000,95078640.0000,97111440.0000,96207560.0000,96403920.0000,96895920.0000,96877272.0000,96447400.0000,94945336.0000,95228464.0000,95719824.0000,96415664.0000,94974048.0000,95577488.0000,95680976.0000
95336728.0000,96370840.0000,95434696.0000,93096984.0000,95050616.0000,99035896.0000,97277632.0000,97628456.0000,95890216.0000,96646376.0000,97091560.0000,95594504.0000,96833720.0000,94606928.0000,96850536.0000,95281304.0000,96312440.0000,96155656.0000,97291448.0000,98117856.0000,97822288.0000,99165560.0000,95725600.0000,96825272.0000,97563720.0000,96746528.0000,98549696.0000,95644064.0000,100177080.0000,96946272.0000,95747944.0000,99531216.0000,96289704.0000,96779656.0000,97554016.0000,96523144.0000,95240344.0000,96396672.0000,96581248.0000,96465576.0000,95878176.0000,95933384.0000,96020128.0000,96332928.0000,96704960.0000,95296384.0000,97074088.0000,97003456.0000,95078728.0000,95560488.0000,97325408.0000,97222648.0000,96455760.0000,96917840.0000,97430920.0000,94714960.0000,95358512.0000,97172992.0000,97574904.0000,96565280.0000,97662168.0000,96620248.0000,96213024.0000,96146352.0000,96228528.0000,96547752.0000,96025592.0000,94841016.0000,95651736.0000,96506504.0000,96639536.0000,97495816.0000,97086592.0000,97328904.0000,94787208.0000,96140928.0000,95314816.0000,96311032.0000,95589720.0000,94773824.0000,95628232.0000
94988160.0000,95843160.0000,97257384.0000,99185416.0000,96383384.0000,92551640.0000,94888488.0000,95201288.0000,96555440.0000,96426256.0000,95969744.0000,96775464.0000,95210784.0000,97181240.0000,96952312.0000,95646968.0000,96797296.0000,97365240.0000,95237200.0000,94530128.0000,95381656.0000,97018400.0000,99635904.0000,96750776.0000,100863040.0000,96990456.0000,96576336.0000,97793528.0000,98434688.0000,95135328.0000,96502432.0000,96376048.0000,97290760.0000,95448024.0000,96930128.0000,97639336.0000,97249120.0000,96215344.0000,96739416.0000,97019312.0000,96926976.0000,96705680.0000,95191048.0000,96822336.0000,96127000.0000,98179040.0000,96013272.0000,95886160.0000,96669752.0000,95439840.0000,96680328.0000,92943880.0000,96247728.0000,99023376.0000,96293824.0000,94935936.0000,95604856.0000,96649888.0000,95528280.0000,96442104.0000,96546672.0000,95397552.0000,96724304.0000,96145920.0000,95582224.0000,93050832.0000,96823904.0000,97330240.0000,96612016.0000,97368400.0000,95868168.0000,95899304.0000,95519856.0000,96300816.0000,95748344.0000,95136824.0000,95775640.0000,95254544.0000,96124264.0000,96422240.0000,96146072.0000
95265912.0000,96308240.0000,97012376.0000,98589648.0000,95121872.0000,95384184.0000,94934240.0000,96599616.0000,95909224.0000,95988008.0000,96551392.0000,96670784.0000,95953344.0000,96133424.0000,96234432.0000,95430976.0000,96219728.0000,96315880.0000,96369912.0000,94661336.0000,95231968.0000,97498568.0000,97922352.0000,96951040.0000,101132608.0000,96978552.0000,96974192.0000,96017104.0000,100014448.0000,94396768.0000,96360744.0000,95245784.0000,96722632.0000,95513536.0000,96650160.0000,95826760.0000,95574232.0000,96482712.0000,96877696.0000,96788368.0000,96634376.0000,95529040.0000,95430776.0000,98198952.0000,96160000.0000,97396712.0000,95665336.0000,95755800.0000,95917352.0000,95540152.0000,96555040.0000,93816016.0000,95779536.0000,96035520.0000,96263424.0000,95000672.0000,95480208.0000,97698712.0000,97118240.0000,95708384.0000,96978248.0000,95067760.0000,94508272.0000,95502488.0000,96037248.0000,93769720.0000,96412304.0000,95554864.0000,96488224.0000,95964064.0000,95706752.0000,96527384.0000,95778544.0000,96140152.0000,94724864.0000,95344008.0000,96034456.0000,95853376.0000,95333680.0000,95484624.0000,96381640.0000
