msg.timestamp,msg.id,msg.type,sensor.cmd,sensor.task,sensor.rank,sensor.pid,sensor.tid,sensor.value
1688881683.5446153,b07c6d17-e6df-4d85-b6f6-33b417a1c380,pubProgress,2a90ef71-1e1c-11ee-8001-246e9662af40,ones-solvers-bicgstab,0,3755948,0,5
1688881683.6466074,a7f47b9c-2305-47ef-a532-42038ce91c5e,pubProgress,2a90ef71-1e1c-11ee-8001-246e9662af40,ones-solvers-bicgstab,0,3755948,0,4
1688881683.757629,e5cf874d-280d-423f-b910-e28254e33af2,pubProgress,2a90ef71-1e1c-11ee-8001-246e9662af40,ones-solvers-bicgstab,0,3755948,0,3
1688881683.8729424,1f5c2711-7400-4c94-a0bd-4471336ea1d4,pubProgress,2a90ef71-1e1c-11ee-8001-246e9662af40,ones-solvers-bicgstab,0,3755948,0,4
1688881683.9937532,b33092a5-abbe-4e27-9deb-2dda525025a5,pubProgress,2a90ef71-1e1c-11ee-8001-246e9662af40,ones-solvers-bicgstab,0,3755948,0,5
1688881684.1176105,0b21eb28-b803-4a31-9717-2a2fedefeeaa,pubProgress,2a90ef71-1e1c-11ee-8001-246e9662af40,ones-solvers-bicgstab,0,3755948,0,1
1688881684.229263,aaa4903f-525c-46cc-b798-45f83371bdee,pubProgress,2a90ef71-1e1c-11ee-8001-246e9662af40,ones-solvers-bicgstab,0,3755948,0,7
1688881684.3850784,b2f8e7f6-c543-454b-902e-9d83b05a03b0,pubProgress,2a90ef71-1e1c-11ee-8001-246e9662af40,ones-solvers-bicgstab,0,3755948,0,4
1688881684.5975611,6f9a815a-595a-4f9f-90f2-823de88f8102,pubProgress,2a90ef71-1e1c-11ee-8001-246e9662af40,ones-solvers-bicgstab,0,3755948,0,9
1688881684.7006936,698ab151-10c5-4b67-b16c-e42d5379ea0e,pubProgress,2a90ef71-1e1c-11ee-8001-246e9662af40,ones-solvers-bicgstab,0,3755948,0,8
1688881684.8070357,b6a882bf-43f9-4e2c-93fc-8f095dc477a3,pubProgress,2a90ef71-1e1c-11ee-8001-246e9662af40,ones-solvers-bicgstab,0,3755948,0,9
1688881684.9144826,503872b7-45b7-4b93-86f4-dfa9cf74753c,pubProgress,2a90ef71-1e1c-11ee-8001-246e9662af40,ones-solvers-bicgstab,0,3755948,0,8
1688881685.0165467,b00a6e5d-56a5-4593-b18f-74636ab6844f,pubProgress,2a90ef71-1e1c-11ee-8001-246e9662af40,ones-solvers-bicgstab,0,3755948,0,4
1688881685.121689,6e2ca075-6865-46ca-8ac4-fbac0037b75a,pubProgress,2a90ef71-1e1c-11ee-8001-246e9662af40,ones-solvers-bicgstab,0,3755948,0,8
