msg.timestamp,msg.id,msg.type,sensor.cmd,sensor.task,sensor.rank,sensor.pid,sensor.tid,sensor.value
1687139654.726972,d9778333-9bd0-4d15-8f51-32b695e31abc,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139654.839134,7c5df00c-78b7-4c61-9eb7-d64db81047ca,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,3
1687139654.955057,50b87534-a502-4e7b-8fbd-c9e2b798e2af,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,3
1687139655.087042,f03c5855-98fb-4b11-89c4-aed8066b40e9,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139655.2185667,9cf2b491-6b73-4229-a0d0-68e727db0485,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139655.3270438,fa9e6864-0f49-4ab8-a35b-420eb1c8b017,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,3
1687139655.4431229,7eaebddf-f4f5-4a87-afc4-11ea9e72bf36,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,5
1687139655.563128,e3fda634-25c8-452d-9642-9defa9f9e4e7,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,2
1687139655.6687686,6f700c30-fd73-4da8-93a2-02e8b18eff0a,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139655.775044,1a49afff-eeca-4c3b-8be6-93185fbbeb1d,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139655.8848817,6b85d753-c4a7-4594-a3b4-13d3daead5aa,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139655.9991803,3a7f84c1-0be3-40fe-86ff-a7766b00568e,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,5
1687139656.1066225,6ee378e2-7539-4e43-927b-afbdedc54edf,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,6
1687139656.2270467,c0eeec87-c72d-4938-adc4-3ee8121dbb2c,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,5
1687139656.3390446,e174e0b9-7529-4273-b8d6-18f7d5b69ca4,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,8
1687139656.4510422,961b35d9-0de7-45d0-8754-8f53096bfd99,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139656.6470442,7f32ed8d-6f02-4244-9bb8-c46fc3a84a19,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,2
1687139656.7510574,bb988dec-c66c-4c50-80d4-5883a5793a46,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139656.8870442,497c4ab5-1428-4335-947f-9cedf16ce6f3,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,3
1687139656.995044,838d09d2-1fc0-46b4-a3a0-96a709c7ae70,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139657.0951562,481970b4-fd0d-42f6-9359-5921fe973531,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,6
1687139657.2191186,bb118690-8656-47c3-b535-fd98b1fa4659,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139657.3230577,757ee308-ce70-41c0-8d73-74c055c9b17e,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,3
1687139657.431043,93a89e86-49df-4e97-b57c-ec4dd0f19761,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139657.6867235,61660b45-8b05-405d-b1c9-4133cf67e550,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,3
1687139657.8190563,a8b309e7-2b52-42e7-9b36-ec32e0538aa6,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,5
1687139657.9230454,5d50a3f6-1aa1-4cee-acbd-2df0f147c54e,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139658.0430586,27b025f6-7b37-4c1b-b3df-fd0f6b54d6a5,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,7
1687139658.155045,4e95c86e-c73d-4afe-a748-bbd99ab3e289,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139658.2591472,1aa74558-84f1-40a9-8604-2dcaef76d921,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,5
1687139658.3630922,ce28014a-a4a6-4417-906b-366bb7b054ab,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,6
1687139658.4830449,69076d05-948a-47ad-a6ec-4a069421bafa,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139658.5867662,d8ededa5-9b82-4597-bf89-81084dc4e0ee,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139658.6910467,ef8cd4ff-ad5d-45e7-a168-30c379036c18,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,3
1687139658.8070574,272615f8-3e62-40d5-b1a2-ed863260ab2f,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,5
1687139658.907238,a1201775-6d91-4061-9b3f-21b4a4fa8660,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,7
1687139659.0310414,2212c445-8037-4396-bb65-4c1d000d6ab9,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,8
1687139659.1485672,3f189b2c-e4e6-49e2-b8ce-05733a9acf06,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139659.2630472,3c40e369-546a-415e-b9b3-283fa8d25bf8,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139659.3710444,b6f76604-3c67-4ed6-9e32-210bc23498b4,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,7
1687139659.4792566,a814810d-cba6-483b-8089-2c207caa0296,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,5
1687139659.5870428,44c0ed6c-0c64-4d8f-b876-ad32e8575830,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139659.7110426,c1a7020b-719b-47b1-b852-14817d7fe852,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139659.8121197,89596ff9-839f-4666-801c-2a8c44162090,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,9
1687139660.020514,48c930cd-82da-40b3-b980-8f2dd4bb8adb,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,18
1687139660.1207414,b5562f2e-a0d2-450b-ab8f-17269c7f84a3,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,19
1687139660.2471976,a9c149e6-1157-49d5-aaf3-cd0effcd7728,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,13
1687139660.3490164,ccb5ddc1-bdcc-4782-88a9-5adf294a75f6,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,4
1687139660.4556985,5e1de278-ccb7-4fe4-b3fa-23450e944644,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,19
1687139660.55751,54016e7e-4e78-4b7b-ba4a-74da6f410d07,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,18
1687139660.6581879,58990a31-0585-4ab2-b899-2931dccbf4fd,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,20
1687139660.7599862,ab7f446f-25a2-444b-a17d-5573a3042a64,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,21
1687139660.8627918,c8bf9424-445c-4d05-b2a4-64a75fb89bbd,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,21
1687139660.963025,66300858-3b0d-4adb-9e9a-705f22fbff5d,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,20
1687139661.0631402,3f147bc5-cf3e-4dc6-ab7b-123ce6088f77,pubProgress,3082cced-0e44-11ee-8001-246e966291c6,ones-solvers-cg,0,1275293,0,20
