msg.timestamp,msg.id,msg.type,sensor.cmd,sensor.task,sensor.rank,sensor.pid,sensor.tid,sensor.value
1686457644.8216662,e347d11e-9279-4608-bfeb-107c093f0492,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,9
1686457644.9343476,9c0d83f5-96f3-40f8-b924-ec8dae006a13,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,7
1686457645.0437946,f5d47434-661b-410f-8411-e6ead95100a5,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457645.154805,87071a3d-5cf5-44ac-b8f2-ee2579cf17e0,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457645.2586756,77c30914-7fbc-40d9-a2e3-00233ab8b91d,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,5
1686457645.3608596,bcc82438-235e-4797-a04e-32910ec42648,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457645.4692986,a33859ad-d1b9-462a-90c3-8e821f42cbcc,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457645.575185,d2c47931-a1e2-4fd6-84b1-a16907385ed6,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457645.6797678,237af6e3-aa0b-4730-9075-286c86a26d5a,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457645.792955,e134f6a3-eac8-4bd9-95e4-37e88b2ff528,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457645.9020367,60b68c7b-8349-426a-b4f2-b23308294ed8,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457646.0069568,b9e9efb1-3a24-43ab-a6dd-c6ee6553e7b8,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457646.1156409,60508179-6421-4830-a316-703f4be6a7f3,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457646.2176974,f1cbeebc-8abe-4889-95af-bb6d2215e43f,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,5
1686457646.3226664,c64b5d27-7eaf-48b9-aa0d-82c5a0ae50d5,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457646.4349601,dff32267-2868-496b-8a11-f8182bd8af7c,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457646.5392659,f7787c4d-c856-4397-98ca-eb1402b55509,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457646.6424382,fe5bbb53-556c-4fb3-896f-d9884e3ff6eb,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457646.747862,b804722a-8cca-4002-ac64-f8dd13888a1e,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457646.8588386,bad62e5c-7f7b-48fd-b0ee-e3ea6f594f88,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457646.9671578,0ac49973-4d6c-4fc2-aebb-3085ce2c12d0,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457647.0742116,a1ea4096-16c2-48d1-9adf-6af5707b2f41,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457647.1771877,2b8a9b29-e496-4fc6-83b9-b045e521531f,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457647.2793052,9c38f220-166f-4eeb-9aa7-eb65ca3c6d07,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,5
1686457647.3844512,41826329-b808-4a10-8684-7ef96bccb5aa,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457647.4903264,41f90490-0099-4bf5-9d6d-e1a230772717,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457647.5994525,bc1a52a7-5121-47dc-8a37-83a2426a55b7,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457647.7051606,3fc5110f-d59c-402a-8218-a0d833585f64,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457647.8105698,b93d2b66-3d14-4fe0-b79f-dff19a435654,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457647.9201813,92faf588-2c68-4828-acb9-67b4cc5657ad,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457648.024801,391142f1-952d-421d-903a-ece372522081,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,5
1686457648.1290224,f91ae754-4408-4b7f-b851-30c6fc5ce08a,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457648.2352028,66615d6b-6dbc-4644-aa6a-2f4b8a812c60,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457648.3398108,e447fa4c-d2c3-4826-b10b-bf0b4a873f7c,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457648.4420843,52caecb6-57aa-4648-849c-4e436484119a,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457648.5473585,1f9e248a-a078-4f90-b1b4-d4069ea03d6e,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457648.661322,e36344a8-f5f8-42cd-8870-52b22969619a,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,7
1686457648.7629366,6f72182f-bcfa-4587-b3e0-d22807652375,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457648.8707607,7e4d3a4d-6aac-47ec-bff4-900b43207d6c,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457648.973028,03371205-7bcf-465a-9055-7de75cfd4ade,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457649.0778081,c95d19ef-5945-43fd-afe7-064ad9d052e4,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457649.1864016,54cccaa4-1013-4b24-a48d-00c8839cbb66,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457649.2906358,18872cd3-268f-4ecd-bfec-00a06ee2eefa,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457649.3919034,271c10e4-a966-4edd-8e45-3848e0f07989,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457649.508433,9f7b236e-4b29-4ccb-bafb-e5e0c0de2912,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,7
1686457649.6227453,dbbd82c0-b2e7-4322-824c-865a7e518e1e,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457649.728478,d42eda22-ac70-411b-8cca-ef06cc05f3ec,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457649.8348186,3f4cf26b-4c90-483e-ba0d-b5af09297efd,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457649.9438064,10238bf6-c406-43af-b4d8-f3fcfb6e9b46,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457650.053171,a0450439-139d-4651-bf00-996629426ebf,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457650.1547432,788f519e-ffbb-4c68-b99f-c3b0ba5840dd,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457650.262666,a78923f8-d59c-4795-a314-f159d38801d4,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457650.3673398,5ff36b31-a297-48cc-be3e-c9161b3c0964,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457650.46804,940df3d5-5283-4725-8843-ff6cea89f9e9,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457650.572474,1ece38ed-2711-4242-a4c6-a03e8214c819,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457650.677871,c70be602-ebcb-4397-80a7-bb5d9929daa5,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
1686457650.7827945,0388f710-55a6-417a-9e23-82ccf472f3bc,pubProgress,4311cc1c-0810-11ee-8001-246e967e294e,ones-npb-ep,0,778340,0,6
