47081.4336,44926.7539,46255.5312,46092.4336,45200.5938,45084.5781,45758.3906,45715.4453,44776.7383,44876.7227,44156.2578,45191.5586,45199.1016,45277.8633,45967.6055,45060.9375,45662.1914,46441.2148,46334.7461,45978.3047,46844.7852,46991.0859,45944.5898,46521.8359,46217.5703,47505.0938,47354.2500,47027.8359,47663.1367,45891.5625,46791.6211,45892.7383,47888.4844,46904.1094,46684.3945,47904.1094,46019.5977,46640.6797,46901.2969,46785.4336,47532.3945,46339.7070,46773.0312,47544.4727,45318.1836,47046.8945,45493.3438,45930.5117,45850.0781,46672.2695,45941.7656,46394.5977,46779.5000,46633.9062,46695.9766,46550.9102,45236.5781,46097.8672,46624.5078,46774.9609,46880.6445,46719.1055,47188.3047,46179.7500,46514.3320,46803.1953,46817.3945,46319.1250,47519.4180,47050.1758,46911.0625,47437.4766,47064.9727,48403.8320,47159.2930,48400.1172,48191.8438,47666.9883,48556.7578,47612.1289,47035.3789
47358.7461,46354.1719,46629.4141,47486.7109,45385.1641,46905.9688,46034.8203,45533.8711,43771.4375,45922.3945,45188.7383,44802.2070,46878.7148,44908.3047,46129.3008,46325.8125,46980.7930,47006.0938,46778.6602,47105.7695,47479.8984,48812.8203,46382.6836,47334.4570,47000.8008,46994.7461,50117.0352,46232.2070,48564.7969,47515.4609,47585.8125,46986.6797,48884.3555,49057.3906,46666.3398,47727.7109,47123.3672,48782.3164,47999.1094,48962.8906,48903.3320,44785.7578,49288.1680,46437.4805,46114.3203,46633.6641,46040.9453,47319.8320,47037.6523,48077.8398,46811.6992,47981.5195,48991.4961,46723.8906,47465.4180,47463.7188,45990.0742,47620.2461,47260.4648,48138.0742,48692.3984,46958.0195,46854.0117,49202.6484,48091.2617,48229.8203,47551.6289,47728.6484,49126.1523,47624.0391,47802.1953,48979.0469,48313.3867,49377.0586,48330.4102,48656.2148,49082.8750,47872.6562,49675.4023,50088.7266,48738.9062
42252.4062,43129.7656,43381.7695,43748.1133,44514.5938,45389.4102,42817.4180,44332.5234,43494.4766,44012.6367,43759.6211,43861.8906,44482.3320,43191.0000,43170.5469,44123.8711,44546.6797,44742.0156,44129.2539,44202.3086,44225.9492,44136.0195,44397.5352,43439.6523,44603.4180,44774.7539,44365.3984,44506.1992,44039.9141,44181.9102,45177.6484,44110.5273,44429.8594,44456.3750,44624.9766,43931.2930,43755.5312,43836.3555,45318.6914,44388.5977,44218.6367,44325.4766,44279.1328,44473.7031,44614.4844,44387.5273,43992.3477,43702.7969,43887.4570,44769.8164,44674.5234,44362.1953,44654.1836,44355.8516,44233.2383,44152.5000,44340.6406,43935.1211,43978.1289,44046.6602,45272.4414,44235.8086,44195.0781,44374.3359,44830.4727,44690.1641,43829.1445,44225.9648,44664.2461,44942.1133,44742.9609,44814.6211,43642.3906,44660.8086,44762.5000,44538.3125,45431.7773,44348.0234,43788.7305,45411.9258,45143.6211
44103.2969,43321.3398,43711.9258,43674.8711,41166.9570,41331.2539,42841.8945,41839.5938,40008.1055,41401.6602,40013.3555,42206.6328,41349.7188,42285.1758,42039.7539,41416.3828,41735.1836,42911.7969,43399.7969,44312.9141,44370.4297,45152.6367,42879.7773,43941.8633,43564.1328,45454.4648,46141.2070,44369.0859,44775.4453,43231.4844,43321.9023,43693.2188,46852.9492,44481.6055,43158.1328,44603.3242,43265.0352,44431.9609,44620.9961,43935.6172,46685.9727,44144.2266,45044.4609,43118.6875,42737.3828,43754.8750,42972.6680,43906.4336,43156.2266,44998.3086,43084.7148,44234.1484,44022.8633,44026.2070,43933.7109,44055.7461,42461.1914,43975.4727,43424.2070,45095.8789,45115.6328,43986.6914,44145.1797,45301.0078,44825.8086,44248.0586,45782.3945,43961.8125,46476.1016,43740.5781,43812.0195,47251.9492,45215.2930,46762.1602,45475.5586,45839.4141,46072.2070,46188.5625,47650.2344,46169.7891,46177.0625
43169.0273,44394.8203,45240.7500,45188.0703,44782.4766,44905.3203,45471.8359,45460.5312,43163.9141,45693.5469,43685.7656,45813.6914,44965.6094,45014.4375,45005.9141,45226.5977,45226.8555,45074.5977,45853.8242,45802.0781,46346.5156,46172.7656,45272.2930,45112.6953,46433.3945,47338.6875,45137.1602,45466.2109,45030.5859,44323.1172,46444.2070,44720.5234,46475.3984,45611.5273,46614.5820,44827.8945,45033.8320,45527.4297,46999.2109,45425.3789,45947.5000,46577.1875,44352.9766,45932.5547,46276.9453,45813.5977,44816.4375,45940.4922,45011.7070,46481.1406,45338.0273,44915.7969,44458.2617,45919.4023,45178.5859,46152.4102,45818.9062,45961.3242,45984.3828,45437.4805,46558.9062,45888.2266,45970.6680,44780.6172,45224.8320,45813.8086,45759.1367,45328.7539,46847.9375,45126.4727,46121.5781,45146.3164,44584.3750,45477.9883,46093.9336,45546.4531,45123.5312,45169.4844,44909.8867,46694.5547,47367.1992
42564.1797,45153.4453,44801.6641,46058.9453,42962.1719,43916.3398,44555.0742,43479.8125,40817.8008,44537.3203,41917.1211,43829.0117,43379.2969,43994.7227,43332.4297,43960.8281,44269.2969,43732.6484,44636.1133,45688.6406,46068.8828,46763.8047,44007.9844,44954.0117,45225.0586,46253.5430,47066.2070,43883.9453,44551.7930,44413.3398,44946.0039,44802.4023,46778.7070,46323.1797,45144.4844,44193.5820,45126.4883,46648.6641,47157.8516,45290.3828,46520.8203,44418.2539,45799.9727,43385.0664,44917.9766,44217.6094,44211.5391,46348.4414,44591.2969,46710.5938,44638.3164,45199.8750,44774.0352,45224.7383,44859.4805,45979.0352,44655.2578,46612.7891,45214.2305,46350.6562,47522.0312,45241.7461,44498.5625,46676.3984,45538.6250,45718.8828,46696.6367,45062.8984,47755.2461,44221.0859,45759.4414,46923.7188,45474.9648,45641.4062,46088.3320,45027.1836,45684.8945,45442.2578,46761.3086,47778.5117,48643.5430
44721.0781,43180.6523,44529.4727,45023.3750,42941.6211,43603.6211,44999.5586,43258.5469,41938.2539,44512.2773,42491.4180,43381.9844,44317.3984,44121.9258,44585.0352,44125.5312,44789.4805,43911.7383,44396.2969,45002.0312,45080.0547,46569.1680,43670.1367,44752.9883,44764.6914,44190.4062,46406.6602,43843.0273,45094.2227,43917.7344,44921.2578,43854.7266,45595.6484,46111.8242,44599.3945,44944.2969,44411.2578,45481.8086,45249.4844,45849.8555,46745.7812,43072.2695,45673.5938,44607.7344,43862.8672,43739.5430,43098.3438,45217.8867,44473.8164,45107.4258,44230.9570,44062.5703,44917.1836,44089.3125,44440.4805,44812.1094,43509.0703,45352.6133,44313.4062,44779.5234,45221.1484,44797.0547,44091.3203,45411.9336,45051.2383,45247.1602,44959.8555,44491.1289,46981.1172,43837.2617,44908.7969,44882.2344,44275.6992,45428.6094,46056.6562,45394.2773,45413.6758,44537.5625,45785.1602,46691.5195,46072.3633
43145.7656,43534.8945,44089.0938,43625.0977,45079.5430,46135.1523,43540.1211,45525.7656,42837.0039,44428.6680,44667.9102,43987.2266,45778.4336,41521.8945,44284.5312,44876.9102,44819.8359,45779.3555,45412.9414,43565.3477,45159.9375,44494.2148,45045.3672,44398.4688,45733.4141,46504.9688,44134.6836,43951.2422,46104.8320,45052.4844,46570.0234,44133.1562,45758.4180,44990.8984,45827.3008,44565.7578,44700.4453,45652.9688,45523.3477,46239.3203,43014.5742,44138.6289,43644.7930,45350.1445,45258.4336,45810.1914,44325.0977,43893.6055,44379.6797,45509.8281,44336.6250,45539.7109,45843.4492,45176.2891,45084.1836,45637.4062,45308.9883,44387.9336,46523.0938,44712.2031,45835.7383,44304.2969,46118.2539,43875.9648,43771.4336,45247.7656,43275.3789,45467.6836,43976.2539,46349.4375,45925.0273,43375.1797,44943.4102,45959.8047,43726.4219,45173.8242,44360.8711,43887.8945,43755.0859,45487.5273,44766.4922
46126.3477,44462.8398,44679.3242,44924.8867,45294.9375,46490.9453,43405.6992,44714.8672,44932.8242,43850.1875,44956.1953,44002.0156,46076.5508,43934.9727,44105.6055,44838.1914,45450.3633,46385.4023,45285.0039,45771.4844,45157.0938,46047.7227,45661.3086,44905.7969,44893.2070,44939.6992,47746.0000,46673.0508,46829.0703,46436.1523,46279.2383,46108.4414,46601.5312,46434.8750,44581.5625,46728.9414,45036.9883,45097.5664,46069.4961,46115.3008,47489.1016,44615.9453,47898.4062,45889.3398,44675.1992,45541.4766,45183.4414,44326.0078,45510.9570,46044.9297,46106.3242,46805.4375,47566.0195,45127.9023,45950.6445,44826.1875,44467.9922,44605.7188,44867.4062,46134.1484,46182.8203,45684.4219,45353.2500,47546.3086,47629.9492,46409.5117,45413.8633,46089.6328,46556.5898,46801.5625,45796.9453,48860.7852,46090.1289,48341.3750,47350.1719,48016.3711,49433.3359,47721.2422,47904.2773,47798.1289,45826.8047
41729.0117,43443.6055,44125.4688,44980.3008,45482.7930,45502.3242,43482.6133,45373.1211,44903.0781,44081.1914,44111.4844,43821.2266,44611.1367,42955.5430,44541.9102,45121.3242,45214.5977,44905.1875,45512.7461,43451.5781,45368.3789,44119.1875,44700.3203,44458.3516,44438.0000,45888.1406,44540.5625,44083.0859,44836.3672,44019.1875,45804.6328,44392.9375,44244.7578,44654.4805,45786.6328,44442.2656,45015.6875,44933.6484,45860.3242,43783.3242,42146.9219,43359.4961,43455.9727,45798.9648,44217.8945,45853.4570,44059.9609,43855.2656,44014.8789,44471.8711,44321.9570,44823.0391,44592.4570,44678.9453,44176.9648,45597.2695,44955.0078,44428.9609,46440.2266,45799.0586,45559.3789,44350.9258,45170.5977,43947.2812,43659.9336,46246.4336,43676.9609,44251.1445,43378.0820,45596.1602,44553.0547,43156.7773,44900.6133,43889.6172,43960.2109,45330.8867,44504.4805,44388.8867,43990.8477,44979.0977,44812.0156
