timestamp,median,pcap,value0,value1
0.38628077507019043,0.0,,58.38153137499223,53.95237325954918
1.374018907546997,16.732172990310087,120.0,79.32139731315432,76.67438497131717
2.372931718826294,95.35673231457451,120.0,101.485289252065,98.26896950433802
3.3730340003967285,94.25508151776987,120.0,101.8867820765321,98.62540555228284
4.372959613800049,97.97783139919088,120.0,101.69430180190624,98.46341890885247
5.372606039047241,93.80226526015764,79.0,89.11051884604198,87.66225552288807
6.373023509979248,48.47751864873799,79.0,66.26616987407832,65.41264721979533
7.3729143142700195,47.058168836152056,79.0,65.92805463996869,65.09379749737168
8.372272968292236,45.68938697434869,79.0,65.62583856898236,66.82973256600694
9.37293815612793,47.490297708565464,79.0,65.76010009341572,64.70733644443631
10.372868299484253,51.210418786374184,110.0,74.4830694356264,73.13306359771877
11.374039649963379,80.35869063103375,110.0,95.82771487509414,91.5971480417741
12.372939348220825,93.28262542423393,110.0,93.29567088581244,88.99602812895765
13.37298059463501,46.95943464669897,110.0,95.55056253929496,91.25588969455868
14.374139070510864,88.68658638010346,110.0,94.19739331983756,90.50124530730568
15.377768754959106,31.461605970820987,75.0,86.50317510017882,82.96956322787474
16.37300705909729,31.145597453493846,75.0,65.15235924664387,64.75679969092245
17.374090671539307,42.43877328499128,75.0,63.73075579341042,62.701478272929606
18.3730525970459,39.86497834150329,75.0,63.739232257891054,62.75127050659434
19.374577522277832,38.867638132746436,75.0,64.7705658870201,64.69895908739824
20.373003005981445,34.55689024956874,72.0,64.65265560625507,63.25036570079153
21.373039722442627,37.976490507697285,72.0,62.32195166827496,60.79350883855986
22.373056411743164,40.02213748907439,72.0,61.85140598894912,60.35595103781087
23.37312078475952,38.400585946440835,72.0,62.55838162397988,60.72921914766724
24.382365703582764,41.52842025220202,72.0,62.16509713570802,60.68458781451344
25.37689232826233,43.31115269120994,96.0,69.19371539808876,67.81961859217316
26.37298011779785,74.9526598536885,96.0,82.26249832783216,80.96800961159741
27.372949838638306,28.713031969513725,96.0,84.98333099159761,81.02802035461896
28.373250007629395,29.954446688127465,96.0,84.05090371615663,81.2068556416012
29.37295699119568,75.81637462576964,96.0,83.20617340880887,81.14545461819208
30.385457515716553,43.54239046594808,83.0,79.09945229656962,78.57192959410885
31.374001026153564,56.65541174854961,83.0,69.63796332685247,69.41013420249664
32.37406849861145,53.94946298326539,83.0,69.96854712306778,69.99198354111701
33.37307691574097,46.32296940299167,83.0,70.18281025636982,70.54467904926588
34.37407374382019,52.42126444323628,83.0,69.79719364723427,70.21066052412807
35.389626026153564,53.331660570406505,44.0,60.345935918117,60.75221240463121
36.38143730163574,25.655425481551962,44.0,42.12947621599225,41.59162703799363
37.37280869483948,27.399186489099478,44.0,41.08974009484544,41.03851609576861
38.37290906906128,22.648926994564416,44.0,41.62865472736155,41.61943965117074
39.37316370010376,15.149548508271328,44.0,41.58964003920171,41.645778737869584
40.37217569351196,25.34455379335071,71.0,48.43327496734914,48.63293418073037
41.374114990234375,38.08079097712277,71.0,61.10243537780347,58.76438385970219
42.37303042411804,37.912136602782546,71.0,61.42522265396653,60.15144524236699
43.372525453567505,33.06174586314738,71.0,62.37197584780503,62.13186459161517
44.37709283828735,38.87268126989717,71.0,62.05407054629449,60.746022727702574
45.37294602394104,18.038006003519445,101.0,69.29461745493312,67.17223446325698
46.37297081947327,29.366118688212396,101.0,89.56640123157068,85.82633079830805
47.372920989990234,31.123038023526096,101.0,87.44144321179661,84.78006280813574
48.37251400947571,75.24225028702641,101.0,87.41999993997771,84.45212501486805
49.37299609184265,75.20649805900969,101.0,88.14222644685067,84.89074965867617
50.37255620956421,47.10912035653875,76.0,80.63602169053804,78.65688536534077
51.372427463531494,22.60946251165699,76.0,65.69273794001109,65.1533024876848
52.37311053276062,42.603765400765525,76.0,64.84238764923712,64.06399029463753
53.37404131889343,45.65656213806136,76.0,63.14541140833005,62.18451576195535
54.38041377067566,41.29805049507468,76.0,64.89761296140533,65.04978027519209
55.372984409332275,46.20376653477039,120.0,75.83210365608608,73.97947803721384
56.37292790412903,98.45807149782041,120.0,101.88452447563157,97.75960641775514
57.3747181892395,96.83735820960172,120.0,102.5996879087214,96.927058333817
58.37293887138367,98.17981090680041,120.0,102.35586667578464,98.5940554732015
59.3729453086853,74.87405192515816,120.0,101.55495228154716,99.11472753295196
60.37305283546448,101.86103359355683,70.0,90.25032109048168,86.70090665253808
61.37307929992676,37.50527536859204,70.0,61.483366319951614,59.71699957026063
62.37311577796936,28.935133490878606,70.0,61.849283963458525,61.04737503264947
63.37310791015625,38.02744867822488,70.0,62.12953350388488,60.45008148813585
64.37307643890381,33.64176602459986,70.0,61.12939357589641,59.72066120082343
65.37316656112671,37.501544568973614,82.0,64.06542111209765,62.82340889321157
66.37338519096375,51.68581638940234,82.0,69.32218177273747,69.86027206548405
67.3781750202179,54.65045484454502,82.0,67.87564662159554,69.18249315341029
68.38088417053223,50.96122294830334,82.0,69.39409105879756,69.18780194757778
69.3792495727539,54.55603055818108,82.0,68.42228633258458,67.4654030676703
70.3730251789093,54.83025075330572,112.0,77.32760635384535,76.03004299510059
71.37295031547546,90.18340693979178,112.0,96.65647623571938,92.10738005350956
72.37404465675354,67.9484741746009,112.0,96.95351138179136,91.77511114084912
73.3729476928711,91.0224197535151,112.0,96.0081519426842,91.13776913274836
74.37242412567139,93.4821177946751,112.0,96.66284399883229,91.53273038435896
75.37426471710205,42.44996275414556,66.0,85.62407030462298,82.20276336471541
76.38979029655457,33.7534422957759,66.0,60.09868779792116,58.371479994473866
77.37412929534912,21.677306767386014,66.0,60.5491827510622,58.6051675286599
78.37304496765137,26.820054694580577,66.0,60.371577883321095,58.68108997180492
79.39234280586243,17.241424102536698,66.0,60.57532060675896,60.03880024262715
80.37321090698242,33.28104839286633,54.0,57.68761154018125,55.78033956640556
81.38522624969482,27.246178730812453,54.0,50.39787947807213,50.433220851475205
82.38683223724365,15.276623797608512,54.0,51.07726291575791,51.03521644238701
83.391845703125,14.705865440961283,54.0,51.10405802905793,51.11359222697191
84.37834286689758,27.137643908099246,54.0,51.83096856857852,52.00971214307427
85.3730628490448,15.793296106188922,52.0,49.74072647095002,49.610523969189565
86.37315058708191,15.747574742778419,52.0,50.03130975256957,49.99749871948556
87.37427592277527,20.781003513632292,52.0,48.45321490662293,48.4425459145701
88.37793278694153,28.441294073238595,52.0,49.16390489079043,49.16803977056221
89.3741705417633,23.77730536487308,52.0,49.334714529739934,49.267935289551424
90.37309217453003,14.70583966046488,47.0,47.995109727060346,48.001341446416376
91.3730878829956,26.88357703844872,47.0,44.496108108460334,44.56751941194826
92.37230372428894,26.923382403286546,47.0,44.50304951658331,44.43988998373144
93.37314891815186,25.6466109393498,47.0,44.47590274320588,44.48285586606996
94.37310600280762,24.91233507518502,47.0,45.07329515169224,45.10125035376333
95.3723611831665,14.520750261944716,84.0,53.89663051557876,52.81941425877229
96.37298774719238,56.410057316031676,84.0,70.39529234934074,71.29383541211993
97.37302732467651,57.336179733298096,84.0,71.11596591934519,69.08199426121935
98.37271976470947,57.6095969554036,84.0,70.43132863355608,71.00908029220102
99.37309122085571,56.81619383474739,84.0,70.26052221599706,70.8541116974959
100.37295079231262,49.47723551533282,103.0,75.8823544708041,74.53555024481543
101.37270474433899,81.62473150692016,103.0,89.34163504222039,85.57887740383757
102.37296962738037,83.37029577016855,103.0,89.02982909529062,84.50034040979665
103.37823057174683,47.172381526501894,103.0,89.4063177140844,86.13192646783416
104.37295961380005,84.9133427509695,103.0,90.00112141067554,84.98715806335117
105.37830924987793,29.167824532854887,53.0,77.41282907088373,75.57312655948242
106.37413549423218,29.12306624079989,53.0,50.1095296493749,49.48896054909021
